KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM63743,Nam,Quảng Trị,Năm 3,Quản trị Marketing,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc",5,4,5,5,4,3,3,3,4,3
CTM63744,Nam,Quảng Trị,Năm 4,Thương mại,Công chức nhà nước,Trên 5.000.000,Từ 1 năm đến 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,1,1,2,2,2,3,3,3
CTM6394,Nam,Bình Định,Năm 1,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,3,4,5,5,3,4,5,5,5,5
CTM64160,Nữ,Hà Nội,Năm 2,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",3,3,4,4,3,2,3,3,3,2
CTM64283,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,2,3,3,4,4,3,4,4
CTM64421,Nam,Quảng Trị,Năm 2,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,5,4,4,4,2,3,2,4,4
CTM64614,Nam,Đắk Lắk,Năm 4,Toán kinh tế,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,5,5,4,2,5,4,5,5
CTM64845,Nữ,Hồ Chí Minh,Năm 3,Truyền thông Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,3,4,4,4,3,4,4,3
CTM6492,Nữ,Đắk Lắk,Năm 1,Thương mại điện tử,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,3,3,2,2,3,3
CTM64926,Nữ,Đà Nẵng,Năm 3,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,2,3,4,4,2,3,4,2,3
CTM65003,Nữ,Hà Nội,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,2,3,4,2,3,2,3,4
CTM65181,Nữ,Hà Nội,Năm 3,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,4,5,3,4,2,4,4
CTM65188,Nam,Quảng Trị,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,4,3,5,4
CTM652,Nam,Thanh Hóa,Năm 2,Quản trị Marketing,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",5,4,5,5,5,4,5,5,5,5
CTM65275,Nữ,Thanh Hóa,Năm 4,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,3,4,3,3,4
CTM65354,Nam,Bình Định,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,4,1,2,1,3,2
CTM65460,Nữ,Bình Định,Năm 4,Tài chính doanh nghiệp,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,4,5,5,5,4,4,4,4
CTM65555,Nữ,Gia Lai,Năm 4,Luật kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,3,3,5,4,5,2,4,5
CTM65618,Nam,Hà Nội,Năm 3,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,3,5,5,5,2,3,2,5,5
CTM65663,Nam,Quảng Trị,Năm 4,Ngoại thương,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,3,3,4,4,4,2
CTM65862,Nữ,Thừa Thiên Huế,Năm 2,Quản trị chuỗi cung ứng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,5,5,5,5,5
CTM65863,Nữ,Nghệ An,Năm 1,Ngoại thương,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,Học tập,4,5,2,3,4,3,5,2,4,5
CTM65869,Nữ,Bình Định,Năm 1,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,3,4,5,5,3
CTM6596,Nam,Nghệ An,Năm 2,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,4,5,4,4,3,3,4
CTM65988,Nam,Bình Định,Năm 1,Thương mại điện tử,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,5,5,5,5,5,5,5,5
CTM66015,Nữ,Hà Nội,Năm 2,Kế toán,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,3,5,3,4,3,5,5
CTM66069,Nữ,Hồ Chí Minh,Năm 4,Quản trị kinh doanh,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",1,4,4,4,4,4,4,4,4,4
CTM6612,Nam,Hồ Chí Minh,Năm 4,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc",4,3,4,5,3,2,4,2,4,3
CTM66180,Nữ,Quảng Bình,Năm 4,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,5,5
CTM6636,Nữ,Quảng Trị,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,2,4,3,4,3,2,4,3
CTM66393,Nữ,Hà Nội,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,4,4,4,4,3,3,3
CTM66396,Nữ,Hồ Chí Minh,Năm 2,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",2,4,3,4,5,4,4,3,4,4
CTM66425,Nữ,Thừa Thiên Huế,Năm 3,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,4,3,2,3,4,2,4,3,4,4
CTM66453,Nam,Hồ Chí Minh,Năm 2,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,5,5,4,2,5,2,4,3
CTM66547,Nữ,Quảng Trị,Năm 4,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,4,4,4,4,4,4,4,4,4
CTM66563,Nữ,Hồ Chí Minh,Năm 2,Quản trị Marketing,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,Học tập,4,4,3,3,3,5,5,4,3,3
CTM66700,Nam,Quảng Bình,Năm 3,Kiểm toán,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,2,3,3,2,4,3,4,3
CTM66733,Nữ,Nghệ An,Năm 2,Quản trị chuỗi cung ứng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,5,4,3,2,3,4
CTM66791,Nữ,Hà Nội,Năm 1,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,4,4,4,3,4,4,4,4
CTM66913,Nam,Bình Định,Năm 1,Khoa học dữ liệu,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",4,4,5,5,4,2,2,2,4,3
CTM67021,Nữ,Đắk Nông,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",3,3,4,4,4,3,3,4,4,2
CTM67023,Nữ,Hồ Chí Minh,Năm 2,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,4,3,4,4,3,4,2,4,3
CTM67090,Nữ,Hồ Chí Minh,Năm 4,Thương mại,Nhân viên văn phòng,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc",2,2,3,4,3,2,5,5,4,3
CTM67168,Nữ,Hồ Chí Minh,Năm 3,Quản trị Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,4,4,4,4,4,4,4,4,4
CTM67264,Nữ,Hồ Chí Minh,Năm 2,Thương mại điện tử,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,2,2,3,4,4,4,3,3
CTM67284,Nữ,Quảng Bình,Năm 3,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,2,3,4,4,4,2,3,4
CTM6731,Nữ,Hà Tĩnh,Năm 2,Kinh tế,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,3,4,2,2,4,2,3,2,5,4
CTM67446,Nam,Quảng Trị,Năm 1,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Chơi game",5,3,3,3,3,3,3,3,3,3
CTM67464,Nam,Phú Yên,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",5,5,5,5,4,1,3,1,3,4
CTM67498,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Nhân viên văn phòng,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",4,5,3,4,4,5,5,5,3,3
CTM67507,Nữ,Quảng Ngãi,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,4,3,5,3,5,5
CTM67590,Nam,Hà Nội,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,4,4,5,3,5,4
CTM67648,Nam,Bình Định,Năm 2,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,1,1,4,4,4,4,4,4
CTM67736,Nữ,Hà Nội,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,4,5,5,4,4,5,3
CTM67780,Nam,Hà Tĩnh,Năm 3,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,3,3,4,3,4,3,4,4
CTM67873,Nữ,Quảng Ngãi,Năm 3,Quản trị tài chính,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",5,4,2,3,4,2,3,2,5,5
CTM67928,Nữ,Hồ Chí Minh,Năm 2,Kiểm toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,4,4,4,3,4,4
CTM67934,Nam,Thừa Thiên Huế,Năm 1,Thương mại điện tử,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Chơi game",3,3,4,4,4,2,4,1,2,2
CTM67995,Nữ,Hồ Chí Minh,Năm 3,Quản trị kinh doanh,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,2,2,3,4,4,4,3,4,4
CTM68181,Nữ,Hồ Chí Minh,Năm 2,Truyền thông Marketing,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,3,4,5,4,4,5,3
CTM68249,Nam,Nghệ An,Năm 3,Kiểm toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,3,3,3,5,2,3,3,4,5
CTM68489,Nam,Quảng Trị,Năm 4,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,5,5,4,3,4,4,5,3
CTM6861,Nam,Hồ Chí Minh,Năm 3,Quan hệ công chúng,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",4,5,4,4,4,5,5,4,3,3
CTM6867,Nam,Quảng Trị,Năm 3,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,4,3,4,4,5,5
CTM6867,Nữ,Gia Lai,Năm 3,Kế toán,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,4,4
CTM68704,Nữ,Hồ Chí Minh,Năm 3,Luật kinh tế,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,3,3,3,3,3,3,3,3,3
CTM68739,Nam,Đà Nẵng,Năm 4,Thương mại,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,4,3,3,1,4,3
CTM69062,Nam,Bình Định,Năm 1,Quản trị kinh doanh,Kinh doanh tự do,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,5,4,4,4,4,4
CTM69132,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,3,2,4,4,5,3,3,4,4
CTM69156,Nữ,Hà Nội,Năm 1,Kinh tế,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,2,2,4,4,5,2,5,5
CTM69224,Nữ,Đắk Lắk,Năm 2,Quản trị nguồn nhân lực,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,2,2,5,2,3,2,5,4
CTM69273,Nữ,Quảng Ngãi,Năm 2,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,3,3,3,4,4
CTM69274,Nữ,Thừa Thiên Huế,Năm 3,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,4,3,5,4,5,5
CTM69373,Nữ,Quảng Trị,Năm 1,Hệ thống thông tin quản lý,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,Khác,5,4,4,4,4,4,4,4,4,4
CTM69589,Nam,Gia Lai,Năm 4,Quản trị kinh doanh,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,2,3,4,5,3,4,2,2
CTM69597,Nữ,Bình Định,Năm 1,Quản trị nguồn nhân lực,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,3,3,3,3,3,3,3,3,3,3
CTM69671,Nam,Hà Tĩnh,Năm 1,Khoa học dữ liệu,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,5,5,4,3,3,4,5,4
CTM69678,Nữ,Đà Nẵng,Năm 1,Quản trị Marketing,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,4,4,5,4,4,3,4,5,4,4
CTM69714,Nam,Quảng Bình,Năm 3,Ngoại thương,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,4,4,4,5,5
CTM69842,Nữ,Hồ Chí Minh,Năm 4,Tài chính doanh nghiệp,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,5,4,3,3,3,4,4,3,3,3
CTM69949,Nữ,Quảng Trị,Năm 2,Kiểm toán,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,Học tập,3,2,3,4,4,2,5,2,3,4
CTM7000,Nữ,Đắk Nông,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,4,4,4,5,5,4,4,5,5
CTM70000,Nữ,Hà Tĩnh,Năm 4,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,4,4,4,4,4,4
CTM70126,Nam,Hồ Chí Minh,Năm 4,Thương mại điện tử,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,4,4,4,5,4,4
CTM70319,Nam,Hà Nội,Năm 4,Quản trị chuỗi cung ứng,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,4,4,4,3,5,3,3,4
CTM70364,Nữ,Quảng Bình,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,4,4,5,3,3,4,3,4,4
CTM70391,Nữ,Quảng Trị,Năm 2,Quan hệ công chúng,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,3,4,4,5,4,3,4,5
CTM70455,Nữ,Hà Tĩnh,Năm 2,Kinh tế đầu tư,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,5,3,4,2,5,5
CTM70499,Nữ,Quảng Trị,Năm 4,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,3,2,2,3,4,2,3,4,3,3
CTM70546,Nữ,Bình Định,Năm 4,Quản trị kinh doanh,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,4,3,3,4,3,2,4
CTM70557,Nam,Quảng Trị,Năm 3,Quản trị chuỗi cung ứng,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,3,4,5,4,2,5,4
CTM70657,Nữ,Hồ Chí Minh,Năm 2,Quản trị Marketing,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,3,3,4,5,3,4,5,5
CTM70755,Nữ,Hà Nội,Năm 3,Quan hệ công chúng,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,2,3,3,5,4,4,4,5
CTM70782,Nam,Đắk Lắk,Năm 4,Quản trị tài chính,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,4,4,4,3,4,4
CTM71095,Nam,Quảng Trị,Năm 2,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,Làm việc,4,4,3,3,4,4,4,3,2,5
CTM71278,Nam,Hồ Chí Minh,Năm 3,Quản trị kinh doanh,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,3,5,3,4,3,3
CTM71283,Nữ,Hà Nội,Năm 2,Quản trị khách sạn,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,4,1,1,1,2,4,3,5,4
CTM71402,Nam,Bình Định,Năm 1,Quan hệ công chúng,Kinh doanh tự do,Trên 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,3,5,5,5,3,3
CTM71565,Nam,Thừa Thiên Huế,Năm 2,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",3,3,4,4,3,3,3,4,4,2
CTM71691,Nam,Đà Nẵng,Năm 3,Hệ thống thông tin quản lý,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,2,3,4,2,1,1,3,4
CTM71794,Nữ,Đắk Lắk,Năm 1,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,5,3,3,3,5,5
CTM71924,Nam,Hà Tĩnh,Năm 4,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Chơi game",3,4,2,3,4,4,3,2,4,4
CTM7200,Nam,Bình Định,Năm 2,Kinh tế đầu tư,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,3,3,3,3,3,3,3
CTM72100,Nam,Đà Nẵng,Năm 1,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Chơi game",4,3,5,5,4,3,5,3,4,5
CTM72352,Nữ,Đắk Lắk,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web), Khác",2,4,2,2,4,2,4,2,5,4
CTM72438,Nữ,Quảng Trị,Năm 1,Tài chính doanh nghiệp,Nông dân,Dưới 1.500.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,4,4,3,4,3,4,4
CTM72587,Nam,Bình Định,Năm 3,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,4,4,2,2,3,2,4,2
CTM72713,Nữ,Quảng Trị,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,4,3,4,4,2,2,1,2,5
CTM72735,Nữ,Hồ Chí Minh,Năm 2,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,Học tập,4,4,3,3,3,4,4,4,4,3
CTM72888,Nam,Đà Nẵng,Năm 1,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,4,4,4,5,2,1,2,3
CTM73018,Nữ,Kon Tum,Năm 4,Quản trị khách sạn,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,3,3,5,2,4,2,4,3
CTM73184,Nam,Hồ Chí Minh,Năm 4,Ngân hàng,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Chơi game",4,5,3,4,3,4,5,1,4,4
CTM7320,Nữ,Gia Lai,Năm 4,Quản trị kinh doanh,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,5,3,5,3,5,4
CTM73218,Nữ,Kon Tum,Năm 3,Luật,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,3,4,4,4,3,4,3,3,2
CTM73464,Nữ,Gia Lai,Năm 4,Luật,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,3,4,3,5,5,5
